Length,Speaker,Emotions,Start_Time,End_Time,Utterances,Dialogue_ID,Season,Episode,Utterance_IDs,Line_Indices
3,Chandler,"['joy', 'joy', 'anger']","00:15:11,160","0:15:20,670","['I am going to take you out to dinner tonight.', 'I found this place that makes the greatest mozzarella sticks and jalepino poppers .', 'No?']",917,8,16,"[1, 2, 3]","9180,9181,9182"
3,Chandler,"['joy', 'anger', 'surprise']","00:15:13,829","0:15:21,052","['I found this place that makes the greatest mozzarella sticks and jalepino poppers .', 'No?', 'Really?']",917,8,16,"[2, 3, 4]","9181,9182,9183"
3,Chandler,"['anger', 'surprise', 'joy']","0:15:20,044","0:15:22,122","['No?', 'Really?', 'They taste so good.']",917,8,16,"[3, 4, 5]","9182,9183,9184"
2,Chandler,"['surprise', 'joy']","0:15:20,670","0:15:22,122","['Really?', 'They taste so good.']",917,8,16,"[4, 5]","9183,9184"
2,Chandler,"['anger', 'neutral']","00:20:29,895","00:20:40,571","['Hey, look, this name has been holding me back my entire life.', 'Okay, it’s probably why kids picked on me in school, and why I never do well with women… So, as of 4 o’clock tomorrow, I’m either gonna be Mark Johnson or John Markson.']",918,4,18,"[5, 6]","9190,9191"
3,Phoebe,"['anger', 'sadness', 'anger']","0:20:42,157","0:20:48,539","['You got problems because of you!', 'Not your name!', 'All right, this has got to stop!']",918,4,18,"[7, 8, 9]","9192,9193,9194"
3,Phoebe,"['sadness', 'anger', 'anger']","0:20:44,076","0:20:51,093","['Not your name!', 'All right, this has got to stop!', 'Chandler is a great name!']",918,4,18,"[8, 9, 10]","9193,9194,9195"
3,Phoebe,"['anger', 'anger', 'sadness']","0:20:47,329","00:20:58,839","['All right, this has got to stop!', 'Chandler is a great name!', 'In fact—yes,  I’m, I’m sorry.']",918,4,18,"[9, 10, 11]","9194,9195,9196"
3,Phoebe,"['anger', 'sadness', 'neutral']","0:20:48,539","00:21:03,261","['Chandler is a great name!', 'In fact—yes,  I’m, I’m sorry.', 'I know you really wanted me to name the baby Joey, but eh, so, I’m-I’m, I’m gonna, I’m gonna name the baby Chandler.']",918,4,18,"[10, 11, 12]","9195,9196,9197"
2,Phoebe,"['sadness', 'neutral']","00:20:52,308","00:21:03,261","['In fact—yes,  I’m, I’m sorry.', 'I know you really wanted me to name the baby Joey, but eh, so, I’m-I’m, I’m gonna, I’m gonna name the baby Chandler.']",918,4,18,"[11, 12]","9196,9197"
3,Eric,"['sadness', 'fear', 'sadness']","0:17:18,912","00:17:26,919","['No-no it’s not!', 'I don’t want to lose you!', 'It’s-it’s like I was saying to Ursula when I was making love to her and I thought she was you—Yeah it is too weird.']",921,8,7,"[5, 6, 7]","9211,9212,9213"
2,Eric,"['fear', 'sadness']","0:17:19,634","00:17:26,919","['I don’t want to lose you!', 'It’s-it’s like I was saying to Ursula when I was making love to her and I thought she was you—Yeah it is too weird.']",921,8,7,"[6, 7]","9212,9213"
2,Phoebe,"['neutral', 'sadness']","00:16:18,632","00:16:31,353","['No not you, Dr. Drake Remoray. You can ask him questions and see what’s he like. People tell doctors everything.', 'But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks.']",924,8,23,"[4, 5]","9244,9246"
3,Chandler,"['neutral', 'neutral', 'joy']","0:01:40,266","0:01:44,317","['Oh, listen.', 'If this is about those prank memos, I had nothing to do with them.', 'Really.']",925,1,15,"[3, 4, 5]","9251,9252,9253"
3,Chandler,"['neutral', 'joy', 'neutral']","0:01:41,059","0:01:45,444","['If this is about those prank memos, I had nothing to do with them.', 'Really.', 'Nothing at all.']",925,1,15,"[4, 5, 6]","9252,9253,9254"
3,Chandler,"['joy', 'neutral', 'joy']","0:01:43,895","0:01:45,786","['Really.', 'Nothing at all.', 'Really.']",925,1,15,"[5, 6, 7]","9253,9254,9255"
3,Chandler,"['neutral', 'joy', 'neutral']","0:01:44,317","0:01:46,362","['Nothing at all.', 'Really.', 'Nothing.']",925,1,15,"[6, 7, 8]","9254,9255,9256"
2,Chandler,"['joy', 'neutral']","0:01:45,444","0:01:46,362","['Really.', 'Nothing.']",925,1,15,"[7, 8]","9255,9256"
3,Chandler,"['anger', 'sadness', 'neutral']","00:03:12,192","00:03:21,825","['No, no, I keep trying, y’know?', 'I can get out, ""Joey, I have too…"" but then I lose my nerve and I always finish with, ""…go to the bathroom.""', 'He may think I’m sick.']",926,6,2,"[4, 5, 6]","9261,9262,9263"
2,Chandler,"['sadness', 'neutral']","00:03:15,737","00:03:21,825","['I can get out, ""Joey, I have too…"" but then I lose my nerve and I always finish with, ""…go to the bathroom.""', 'He may think I’m sick.']",926,6,2,"[5, 6]","9262,9263"
3,Ross,"['joy', 'neutral', 'neutral']","00:02:39,617","00:02:48,375","['And it’ll be cool to see it again! Yeah!', 'Die Hard', 'Dude, you didn’t say']",930,7,6,"[9, 10, 11]","9303,9304,9305"
3,Joey/Drake,"['joy', 'anger', 'disgust']","00:22:41,360","00:22:49,909","['I know you botched that operation on purpose.', ""I can't prove    it yet, but when I do, you'll be going to jail for murder."", ""I don't care if you    are my brother.""]",931,9,11,"[0, 1, 2]","9310,9311,9312"
2,Joey/Drake,"['anger', 'disgust']","00:22:43,862","00:22:49,909","[""I can't prove    it yet, but when I do, you'll be going to jail for murder."", ""I don't care if you    are my brother.""]",931,9,11,"[1, 2]","9311,9312"
3,Phoebe,"['neutral', 'neutral', 'sadness']","00:16:36,370","0:16:41,327","['So go fix it!', 'Go find Chandler!', ""He's probably up in your room!""]",935,5,23,"[5, 6, 7]","9360,9361,9362"
3,Phoebe,"['neutral', 'sadness', 'anger']","0:16:38,580","00:16:43,376","['Go find Chandler!', ""He's probably up in your room!"", ""Tell him that you're sorry and that you love him.""]",935,5,23,"[6, 7, 8]","9361,9362,9363"
2,Phoebe,"['sadness', 'anger']","0:16:39,957","00:16:43,376","[""He's probably up in your room!"", ""Tell him that you're sorry and that you love him.""]",935,5,23,"[7, 8]","9362,9363"
3,Rachel,"['fear', 'sadness', 'neutral']","0:20:37,903","00:20:45,451","['Yeah, I know, I know, I know he does.', 'But I have to tell him how I feel!', 'He deserves to have all the information and then he can make an informed decision.']",936,4,23,"[7, 8, 9]","9376,9377,9378"
2,Rachel,"['sadness', 'neutral']","0:20:39,155","00:20:45,451","['But I have to tell him how I feel!', 'He deserves to have all the information and then he can make an informed decision.']",936,4,23,"[8, 9]","9377,9378"
3,Phoebe,"['sadness', 'sadness', 'anger']","0:20:55,379","00:21:04,720","['No!', 'Because he’s in love with the British chippy!', 'Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding!']",936,4,23,"[14, 15, 16]","9383,9384,9385"
3,Phoebe,"['sadness', 'anger', 'anger']","0:20:58,401","0:21:07,440","['Because he’s in love with the British chippy!', 'Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding!', 'Y’know, it’s too late!']",936,4,23,"[15, 16, 17]","9384,9385,9386"
3,Phoebe,"['anger', 'anger', 'sadness']","00:21:00,467","0:21:07,577","['Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding!', 'Y’know, it’s too late!', 'You missed you’re chance!']",936,4,23,"[16, 17, 18]","9385,9386,9387"
3,Phoebe,"['anger', 'sadness', 'sadness']","0:21:04,888","00:21:14,146","['Y’know, it’s too late!', 'You missed you’re chance!', 'I’m sorry, I know this must be really hard, it’s over.']",936,4,23,"[17, 18, 19]","9386,9387,9388"
3,Joey,"['neutral', 'sadness', 'sadness']","00:21:52,185","00:22:10,536","['Well, so anyway Beth, what I’m saying is I should’ve considered your feelings before I went home with you that night.', 'I’ve ah, I’ve recently learned what’s it like to be on your side of it, and I’m sorry.', 'So, do you think you can forgive me?']",938,3,20,"[0, 1, 2]","9398,9399,9400"
3,Joey,"['sadness', 'sadness', 'joy']","00:22:04,573","0:22:12,248","['I’ve ah, I’ve recently learned what’s it like to be on your side of it, and I’m sorry.', 'So, do you think you can forgive me?', 'Great.']",938,3,20,"[1, 2, 3]","9399,9400,9401"
3,Joey,"['sadness', 'joy', 'joy']","00:22:07,826","0:22:13,805","['So, do you think you can forgive me?', 'Great.', 'Thanks.']",938,3,20,"[2, 3, 4]","9400,9401,9402"
3,Joey,"['joy', 'joy', 'neutral']","0:22:11,747","00:22:16,083","['Great.', 'Thanks.', 'Okay, bye.']",938,3,20,"[3, 4, 5]","9401,9402,9403"
3,Joey,"['joy', 'neutral', 'neutral']","0:22:12,248","00:22:25,676","['Thanks.', 'Okay, bye.', 'Hello, Jennifer?']",938,3,20,"[4, 5, 6]","9402,9403,9404"
3,Joey,"['neutral', 'neutral', 'surprise']","00:22:13,915","00:22:28,596","['Okay, bye.', 'Hello, Jennifer?', 'Oh hi, Mrs. Loreo, is Jennifer there?']",938,3,20,"[5, 6, 7]","9403,9404,9405"
3,Joey,"['neutral', 'surprise', 'surprise']","00:22:23,925","00:22:30,723","['Hello, Jennifer?', 'Oh hi, Mrs. Loreo, is Jennifer there?', 'Oh, she’s not home huh?']",938,3,20,"[6, 7, 8]","9404,9405,9406"
3,Joey,"['surprise', 'surprise', 'neutral']","00:22:25,844","00:22:35,811","['Oh hi, Mrs. Loreo, is Jennifer there?', 'Oh, she’s not home huh?', 'Well ah, actually I kinda need to talk to you too.']",938,3,20,"[7, 8, 9]","9405,9406,9407"
2,Joey,"['surprise', 'neutral']","00:22:28,764","00:22:35,811","['Oh, she’s not home huh?', 'Well ah, actually I kinda need to talk to you too.']",938,3,20,"[8, 9]","9406,9407"
3,Phoebe,"['surprise', 'joy', 'sadness']","0:06:08,159","00:06:16,500","['Are you kidding?', 'I’m like the one who talked him into it.', 'I  like to think of myself as the puppet master of the group.']",939,9,1,"[6, 7, 8]","9414,9415,9416"
2,Phoebe,"['joy', 'sadness']","0:06:08,994","00:06:16,500","['I’m like the one who talked him into it.', 'I  like to think of myself as the puppet master of the group.']",939,9,1,"[7, 8]","9415,9416"
3,Monica,"['neutral', 'anger', 'neutral']","00:13:27,223","00:13:35,396","['Okay, here’s batch 22.', 'Oh, maybe these’ll taste a little like your grandmother’s.', 'This has a little bit of orange peel, but no nutmeg.']",943,7,3,"[0, 1, 2]","9462,9463,9464"
2,Monica,"['anger', 'neutral']","00:13:30,434","00:13:35,396","['Oh, maybe these’ll taste a little like your grandmother’s.', 'This has a little bit of orange peel, but no nutmeg.']",943,7,3,"[1, 2]","9463,9464"
3,Rachel,"['sadness', 'disgust', 'anger']","00:05:03,094","00:05:19,735","['Oh honey, come on, I’m sorry, I didn’t....', ""I don’t mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom."", 'Hi! Is my misery amusing to you?']",945,3,11,"[4, 5, 6]","9475,9476,9477"
2,Rachel,"['disgust', 'anger']","00:05:05,930","00:05:19,735","[""I don’t mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom."", 'Hi! Is my misery amusing to you?']",945,3,11,"[5, 6]","9476,9477"
3,Monica,"['surprise', 'neutral', 'neutral']","0:00:09,968","00:00:21,103","['Oh my God.', 'Phoebe.', ""Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.""]",946,1,11,"[3, 4, 5]","9490,9491,9492"
3,Phoebe,"['neutral', 'neutral', 'joy']","00:06:26,887","00:06:38,607","[""But I'm told for fifty pesos you can buy a    human spleen."", 'Human spleeeen.', 'Olé!']",948,9,19,"[1, 2, 3]","9521,9522,9523"
2,Phoebe,"['neutral', 'joy']","00:06:33,352","00:06:38,607","['Human spleeeen.', 'Olé!']",948,9,19,"[2, 3]","9522,9523"
2,Ross,"['anger', 'disgust']","00:18:02,706","00:18:12,465","['This year was supposed to be great!', ""But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!""]",950,5,11,"[2, 3]","9551,9552"
2,Phoebe,"['anger', 'sadness']","00:08:23,669","00:08:34,888","[""No, Mike, I don't want to kill him!"", 'I thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl.']",953,9,12,"[6, 7]","9583,9584"
3,Phoebe,"['neutral', 'fear', 'sadness']","0:08:37,267","0:08:43,283","[""I'll find Bob, I'll get him."", 'Bob?', 'Bob!']",953,9,12,"[9, 10, 11]","9586,9587,9588"
3,Phoebe,"['fear', 'sadness', 'anger']","0:08:39,101","00:08:45,815","['Bob?', 'Bob!', 'Robert!']",953,9,12,"[10, 11, 12]","9587,9588,9589"
3,Phoebe,"['sadness', 'anger', 'neutral']","0:08:39,663","00:08:49,194","['Bob!', 'Robert!', 'Oh wait, I think I hear him.']",953,9,12,"[11, 12, 13]","9588,9589,9590"
3,Phoebe,"['anger', 'neutral', 'surprise']","00:08:43,397","0:08:54,826","['Robert!', 'Oh wait, I think I hear him.', 'Oh - Oh my god!']",953,9,12,"[12, 13, 14]","9589,9590,9591"
3,Phoebe,"['neutral', 'surprise', 'surprise']","00:08:47,485","0:08:56,078","['Oh wait, I think I hear him.', 'Oh - Oh my god!', 'Bob    had babies!']",953,9,12,"[13, 14, 15]","9590,9591,9592"
3,Rachel,"['anger', 'anger', 'neutral']","00:08:49,779","00:09:01,456","['So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.', 'I said, ""No!""', 'Which puts']",955,5,7,"[2, 3, 4]","9608,9609,9610"
2,Rachel,"['anger', 'neutral']","00:08:57,078","00:09:01,456","['I said, ""No!""', 'Which puts']",955,5,7,"[3, 4]","9609,9610"
2,Danny,"['anger', 'neutral']","00:17:52,738","00:18:05,917","['Oh great! That', 'Do-do you, do you have brothers?']",956,5,10,"[4, 5]","9617,9619"
3,Ross,"['neutral', 'sadness', 'neutral']","00:05:30,580","0:05:45,445","['I didn’t even realise how late it was, until I noticed the 5 o’clock shadow on her head.', 'Anyway, she didn’t want to stay.', 'I called a cab. she just left.']",959,4,1,"[0, 1, 2]","9634,9635,9636"
2,Ross,"['sadness', 'neutral']","0:05:41,382","0:05:45,445","['Anyway, she didn’t want to stay.', 'I called a cab. she just left.']",959,4,1,"[1, 2]","9635,9636"
3,Monica,"['neutral', 'disgust', 'disgust']","00:09:24,397","00:09:32,737","['All right, that I’ll retract.', 'But I stand by my review, I know food and that wasn’t it.', 'You’re marinara sauce tasted like tomato juice!']",960,4,9,"[2, 3, 4]","9646,9647,9648"
2,Phoebe,"['neutral', 'anger']","00:05:50,433","00:05:59,900","['Okay, then what happened?', ""Ohh. Uh-huh. Uh-huh.  You'll get your turn!""]",961,5,12,"[0, 1]","9655,9656"
3,Monica,"['neutral', 'joy', 'joy']","0:21:28,735","00:21:40,120","['I know.', 'Hey, do you realize we may have just changed our lives forever?', 'We may have just started a family.']",962,8,24,"[1, 2, 3]","9671,9672,9673"
3,Ross,"['surprise', 'anger', 'anger']","0:12:48,726","0:12:51,800","['I knew it!', 'I knew it!', 'I always knew she liked him!']",963,3,19,"[1, 2, 3]","9677,9678,9679"
3,Ross,"['anger', 'anger', 'neutral']","0:12:49,936","0:12:54,068","['I always knew she liked him!', ""Y'know, she’d say no, but here we are!"", 'Right?']",963,3,19,"[3, 4, 5]","9679,9680,9681"
3,Ross,"['anger', 'neutral', 'anger']","0:12:52,062","00:12:56,649","[""Y'know, she’d say no, but here we are!"", 'Right?', 'We just broke up, first thing she does!']",963,3,19,"[4, 5, 6]","9680,9681,9682"
2,Ross,"['neutral', 'anger']","0:12:53,834","00:12:56,649","['Right?', 'We just broke up, first thing she does!']",963,3,19,"[5, 6]","9681,9682"
2,Ross,"['joy', 'neutral']","0:06:35,395","0:06:41,851","[""Well, y'know how I'm trying to work things out with Emily."", ""Well, there's this one thing… Okay,  here goes.""]",964,5,5,"[2, 3]","9700,9701"
3,Rachel,"['sadness', 'sadness', 'anger']","00:06:58,126","0:07:01,680","['Oh God.', 'No!', 'Oh not again!']",964,5,5,"[7, 8, 9]","9705,9706,9707"
3,Rachel,"['sadness', 'anger', 'sadness']","0:07:00,420","00:07:03,755","['No!', 'Oh not again!', 'This-this happened when my grandfather died.']",964,5,5,"[8, 9, 10]","9706,9707,9708"
3,Rachel,"['anger', 'sadness', 'disgust']","0:07:01,422","0:07:04,925","['Oh not again!', 'This-this happened when my grandfather died.', ""It's ugh!""]",964,5,5,"[9, 10, 11]","9707,9708,9709"
3,Rachel,"['sadness', 'disgust', 'sadness']","00:07:01,796","0:07:05,972","['This-this happened when my grandfather died.', ""It's ugh!"", 'Sorry.']",964,5,5,"[10, 11, 12]","9708,9709,9710"
3,Rachel,"['disgust', 'sadness', 'neutral']","0:07:03,923","00:07:11,721","[""It's ugh!"", 'Sorry.', ""Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?""]",964,5,5,"[11, 12, 13]","9709,9710,9711"
2,Rachel,"['sadness', 'neutral']","0:07:04,925","00:07:11,721","['Sorry.', ""Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?""]",964,5,5,"[12, 13]","9710,9711"
3,Rachel,"['surprise', 'surprise', 'joy']","0:03:23,560","00:03:30,040","['Wow!', 'She is kicking so much!', 'Oh, she’s like umm…oh…who’s that kind of annoying girl soccer player?']",967,8,14,"[2, 3, 4]","9733,9734,9735"
